,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.8762321472167969,0.0,0.00400090217590332,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8607068607068608,0.8607068607068608,0.0,23
1,1.4402320384979248,0.0,0.003000497817993164,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9526415491475478,0.9526415491475478,0.0,21
2,1.533231496810913,0.0,0.0030014514923095703,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9584124973611992,0.9584124973611992,0.0,10
3,1.0672318935394287,0.0,0.0029997825622558594,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9562806568564725,0.9562806568564725,0.0,16
4,0.9682269096374512,0.0,0.003999948501586914,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9606265876375953,0.9606265876375953,0.0,4
5,0.4732327461242676,0.0,0.002999544143676758,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.0,0.0,0.0,24
6,3.4886460304260254,0.0,0.002000093460083008,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9497678345293373,0.9497678345293373,0.0,22
7,1.9562311172485352,0.0,0.001998424530029297,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9584300485334459,0.9584300485334459,0.0,9
8,1.2302322387695312,0.0,0.003998756408691406,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9555927943024717,0.9555927943024717,0.0,20
9,1.1782276630401611,0.0,0.003999471664428711,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9599830616133813,0.9599830616133813,0.0,6
10,1.1522176265716553,0.0,0.003998756408691406,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9608962164447262,0.9608962164447262,0.0,2
11,0.7532181739807129,0.0,0.004000425338745117,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9597146454049517,0.9597146454049517,0.0,7
12,3.172617197036743,0.0,0.002000570297241211,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9560625264047317,0.9560625264047317,0.0,18
13,1.9152212142944336,0.0,0.003997802734375,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9581041049513331,0.9581041049513331,0.0,11
14,1.292219638824463,0.0,0.0020017623901367188,0.0,"(10, 10)",0.01,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.957693117238476,0.957693117238476,0.0,12
15,1.11299729347229,0.0,0.003001689910888672,0.0,"(10, 10)",0.01,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9586075143281682,0.9586075143281682,0.0,8
16,1.0459964275360107,0.0,0.0029990673065185547,0.0,"(10, 10)",0.1,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.956224642323297,0.956224642323297,0.0,17
17,0.8259952068328857,0.0,0.003998517990112305,0.0,"(10, 10)",0.1,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9609292502639917,0.9609292502639917,0.0,1
18,2.619393825531006,0.0,0.0019998550415039062,0.0,"(20, 20)",0.001,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9569620253164556,0.9569620253164556,0.0,15
19,1.89341402053833,0.0,0.0019991397857666016,0.0,"(20, 20)",0.001,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9574149368713889,0.9574149368713889,0.0,13
20,1.4174115657806396,0.0,0.0030002593994140625,0.0,"(20, 20)",0.01,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9571183533447684,0.9571183533447684,0.0,14
21,1.2739956378936768,0.0,0.002000093460083008,0.0,"(20, 20)",0.01,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9606432501057977,0.9606432501057977,0.0,3
22,0.8249974250793457,0.0,0.00400090217590332,0.0,"(20, 20)",0.1,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9558886509635974,0.9558886509635974,0.0,19
23,0.8659956455230713,0.0,0.003000497817993164,0.0,"(20, 20)",0.1,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9602536997885835,0.9602536997885835,0.0,5
