,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.026261329650878906,0.0,196.47311162948608,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.785563751317176,0.785563751317176,0.0,4
1,0.025263309478759766,0.0,172.27978682518005,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.798024342917622,0.798024342917622,0.0,1
2,0.0242617130279541,0.0,192.09729409217834,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7723045760058925,0.7723045760058925,0.0,10
3,0.02035355567932129,0.0,169.74033117294312,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7875390553207131,0.7875390553207131,0.0,3
4,0.022347211837768555,0.0,199.13779616355896,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7803973509933774,0.7803973509933774,0.0,7
5,0.02834486961364746,0.0,170.51265788078308,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.7936592277718739,0.7936592277718739,0.0,2
6,0.021347999572753906,0.0,199.46496891975403,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7712988192552225,0.7712988192552225,0.0,11
7,0.022260189056396484,0.0,173.09241199493408,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7813835105899463,0.7813835105899463,0.0,6
8,0.021347999572753906,0.0,198.22665762901306,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7781030964421968,0.7781030964421968,0.0,9
9,0.02035355567932129,0.0,191.1996715068817,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7838175013366602,0.7838175013366602,0.0,5
10,0.0242617130279541,0.0,200.37923169136047,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7688128226025537,0.7688128226025537,0.0,12
11,0.022260189056396484,0.0,198.11714625358582,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7782221414288311,0.7782221414288311,0.0,8
