,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,137.03435254096985,0.0,7.002513885498047,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8873362445414847,0.8873362445414847,0.0,13
1,203.8216531276703,0.0,20.645164251327515,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7953588471975297,0.7953588471975297,0.0,18
2,136.8041956424713,0.0,7.228686571121216,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8873362445414847,0.8873362445414847,0.0,13
3,162.12856698036194,0.0,15.03951382637024,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8751654168504631,0.8751654168504631,0.0,16
4,136.59030437469482,0.0,7.193250417709351,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8873362445414847,0.8873362445414847,0.0,13
5,146.03606700897217,0.0,15.748327255249023,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8891786179921775,0.8891786179921775,0.0,10
6,129.37791776657104,0.0,6.173874616622925,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.889937106918239,0.889937106918239,0.0,4
7,162.61416721343994,0.0,14.640829801559448,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8746468926553671,0.8746468926553671,0.0,17
8,129.35025882720947,0.0,6.366680860519409,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.889937106918239,0.889937106918239,0.0,4
9,141.9511914253235,0.0,15.743625402450562,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8891215214167322,0.8891215214167322,0.0,11
10,130.00730395317078,0.0,6.339916467666626,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.889937106918239,0.889937106918239,0.0,4
11,132.3615825176239,0.0,16.35727095603943,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8919528269164065,0.8919528269164065,0.0,2
12,156.5430006980896,0.0,3.7610790729522705,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8896846886190933,0.8896846886190933,0.0,7
13,142.70663595199585,0.0,16.372843742370605,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8886168910648715,0.8886168910648715,0.0,12
14,156.6233355998993,0.0,3.9086761474609375,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8896846886190933,0.8896846886190933,0.0,7
15,68.1916983127594,0.0,9.41976547241211,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8901865086282029,0.8901865086282029,0.0,3
16,81.61817669868469,0.0,2.853455066680908,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8896846886190933,0.8896846886190933,0.0,7
17,88.6815915107727,0.0,8.80567979812622,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.8934001382170008,0.8934001382170008,0.0,1
