,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,9.569390058517456,0.0,0.0,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8758227292672225,0.8758227292672225,0.0,24
1,2.809880256652832,0.0,0.0,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8830273252305836,0.8830273252305836,0.0,21
2,3.063877820968628,0.0,0.00606083869934082,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8860475161987043,0.8860475161987043,0.0,20
3,2.8610594272613525,0.0,0.007053375244140625,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8905307855626325,0.8905307855626325,0.0,12
4,2.8385963439941406,0.0,0.0,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8911742392312231,0.8911742392312231,0.0,5
5,2.3766067028045654,0.0,0.0,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8911191701104834,0.8911191701104834,0.0,7
6,10.724857330322266,0.0,0.004999399185180664,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8794289196482982,0.8794289196482982,0.0,22
7,3.9053726196289062,0.0,0.0,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8791540785498488,0.8791540785498488,0.0,23
8,3.3970513343811035,0.0,0.0030951499938964844,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8901192504258943,0.8901192504258943,0.0,14
9,5.169898986816406,0.0,0.0,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8910857625686522,0.8910857625686522,0.0,8
10,4.843648433685303,0.0,0.007997989654541016,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8910185734882538,0.8910185734882538,0.0,9
11,2.6304595470428467,0.0,0.008000373840332031,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.891136228435455,0.891136228435455,0.0,6
12,9.138964414596558,0.0,0.0,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8884536784741144,0.8884536784741144,0.0,18
13,7.369502067565918,0.0,0.0,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8893602579331409,0.8893602579331409,0.0,16
14,3.6155927181243896,0.0,0.0,0.0,"(10, 10)",0.01,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8880788667053269,0.8880788667053269,0.0,19
15,4.401864528656006,0.0,0.016998767852783203,0.0,"(10, 10)",0.01,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8913472257953863,0.8913472257953863,0.0,4
16,4.448730945587158,0.0,0.0010652542114257812,0.0,"(10, 10)",0.1,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8902677433064174,0.8902677433064174,0.0,13
17,3.1174428462982178,0.0,0.0,0.0,"(10, 10)",0.1,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.889991589571068,0.889991589571068,0.0,15
18,8.558542728424072,0.0,0.016593217849731445,0.0,"(20, 20)",0.001,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8906077348066298,0.8906077348066298,0.0,11
19,5.92492413520813,0.0,0.015639066696166992,0.0,"(20, 20)",0.001,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8919784293899562,0.8919784293899562,0.0,1
20,5.084878206253052,0.0,0.005999326705932617,0.0,"(20, 20)",0.01,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8919742634608873,0.8919742634608873,0.0,2
21,2.7879607677459717,0.0,0.007143259048461914,0.0,"(20, 20)",0.01,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8909761824890977,0.8909761824890977,0.0,10
22,3.308619976043701,0.0,0.0,0.0,"(20, 20)",0.1,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8892472205720107,0.8892472205720107,0.0,17
23,2.922541379928589,0.0,0.009057998657226562,0.0,"(20, 20)",0.1,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8913812440686741,0.8913812440686741,0.0,3
